question,response_j,response_k,id_lst
"칠판에 유성매직으로 글자를 적었다.
     다음 결과에 적절한 답은 무엇일까요?",글자가 지워지지 않았다.,글자가 쉽게 지워졌다.,Hellaswag
"벌레에 물린 곳이 간지러웠다.
     다음 결과에 적절한 답은 무엇일까요?",약을 발랐다.,모기향을 피웠다.,Hellaswag
"여자가 외투를 벗었다.
     다음 원인에 적절한 답은 무엇일까요?",여자는 집에 들어왔다.,여자는 머리를 풀었다.,Hellaswag
"화장실 바닥에 물이 흥건했다.
     다음 원인에 적절한 답은 무엇일까요?",변기가 넘쳤다.,보일러가 고장났다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {친숙하다,물,배우다,다이빙,스쿠버,나}
1. 나는 스쿠버 다이빙을 배우면서 물에 금방 친숙해졌다.
2. 친숙한 친구가 물속에서 스쿠버를 하고 있어.
3. 스쿠버 다이빙은 물 속에서 진행된다.
4. 나는 다이빙을 배우고 싶어.",1. 나는 스쿠버 다이빙을 배우면서 물에 금방 친숙해졌다.,3. 스쿠버 다이빙은 물 속에서 진행된다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {집주인,을,나,갑}
1. 집주인은 매우 친절했다.
2. 갑자기 비가 내려서 우산을 샀어.
3. 나는 집주인에게 연락을 해야 한다.
4. 집주인이 갑이면 나는 갑이 되는 관계이다.",4. 집주인이 갑이면 나는 갑이 되는 관계이다.,1. 집주인은 매우 친절했다.,Kocommon_Gen
"여자가 산책을 하다, 강아지를 혼냈다.
     다음 원인에 적절한 답은 무엇일까요?",강아지가 길에 있는 음식을 주워 먹었다.,강아지가 여자의 말을 잘 들었다.,Hellaswag
"장갑을 꿰맸다.
     다음 원인에 적절한 답은 무엇일까요?",장갑에 구멍이 났다.,장갑의 내구성이 좋았다.,Hellaswag
"냄비가 탔다.
     다음 원인에 적절한 답은 무엇일까요?",냄비를 오래 불 위에 올려두었다.,설거지를 했다.,Hellaswag
"옥수수 가루를 물에 넣었다.
     다음 결과에 적절한 답은 무엇일까요?",옥수수 스프가 완성되었다.,호박 스프가 완성되었다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {당장,미련,일어나다,집,돌아가다}
1. 일어나서 바로 집을 나섰다.
2. 지금 당장 미련이 일어나서 빨리 집으로 돌아가야 한다.
3. 미련을 버리고 새 출발을 하기로 했다.
4. 당장 돌아가기에는 너무 이르다.",2. 지금 당장 미련이 일어나서 빨리 집으로 돌아가야 한다.,4. 당장 돌아가기에는 너무 이르다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {끌다,오토바이,형사,기간,단속}
1. 단속 기간이 끝나고 나니, 길거리에 차가 많아졌다.
2. 오토바이를 타는 것은 최근에 인기가 많아지고 있다.
3. 형사는 단속 기간 중 오토바이 한 대를 힘차게 끌고 갔다.
4. 형사가 범인을 끌고 가는 장면을 봤다.",3. 형사는 단속 기간 중 오토바이 한 대를 힘차게 끌고 갔다.,"1. 단속 기간이 끝나고 나니, 길거리에 차가 많아졌다.",Kocommon_Gen
"남자아이의 손에서 땀이 많이 난다.
     다음 결과에 적절한 답은 무엇일까요?",남자아이가 손을 흔들어 땀을 식힌다.,남자아이가 물을 뿌린다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {오래되다,친구,끊어지다,의리,배신}
1. 친구가 오래되면 간혹 의리가 시험되곤 한다.
2. 배신은 누구에게도 통용되지 않는 행위다.
3. 친한 친구의 배신으로 오래된 친구의 의리는 끊어졌다.
4. 오래된 관계도 끊어질 수 있다.",3. 친한 친구의 배신으로 오래된 친구의 의리는 끊어졌다.,1. 친구가 오래되면 간혹 의리가 시험되곤 한다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {증가하다,비하다,작년,발급,카드,올해}
1. 발급된 카드는 작년보다 많다.
2. 작년에 카드 발급이 많이 증가했다.
3. 올해는 카드 발급이 작년에 비해 훨씬 더 증가했다.
4. 카드 사용이 비하면서 올해 경제가 변동했다.",3. 올해는 카드 발급이 작년에 비해 훨씬 더 증가했다.,1. 발급된 카드는 작년보다 많다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {더럽다,쌓이다,쓰레기,골목골목}
1. 골목골목을 걸으며 쌓인 쓰레기를 보았다.
2. 좁은 골목골목에는 더러운 쓰레기가 쌓여 있었다.
3. 쓰레기가 골목에 많이 더러워졌다.
4. 더럽다고 느껴져서 쌓이는 것을 바로 청소해야 한다.",2. 좁은 골목골목에는 더러운 쓰레기가 쌓여 있었다.,4. 더럽다고 느껴져서 쌓이는 것을 바로 청소해야 한다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {팔리다,명절,세트,한우}
1. 한우 세트는 이번 명절에 가장 많이 팔릴 것이다.
2. 명절 선물로 한우를 많이 선호한다.
3. 한우는 고급 육류의 대표적인 음식이다.
4. 명절에는 많은 사람들이 세트를 구매한다.",1. 한우 세트는 이번 명절에 가장 많이 팔릴 것이다.,4. 명절에는 많은 사람들이 세트를 구매한다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {무료,지참하다,보험증,의료,이하}
1. 십육 개월 이하의 아기는 의료 보험증을 지참하면 무료이다.
2. 병원 접수 시 보험증을 지참해야 합니다.
3. 이번 달 이하로 사용한 통신료가 할인됩니다.
4. 의료 서비스는 종종 무료가 아닙니다.",1. 십육 개월 이하의 아기는 의료 보험증을 지참하면 무료이다.,3. 이번 달 이하로 사용한 통신료가 할인됩니다.,Kocommon_Gen
"남자는 눈부심을 느꼈다.
     다음 결과에 적절한 답은 무엇일까요?",남자는 선글라스를 착용했다.,남자는 보안경을 착용했다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {해결하다,찾다,방법,문제}
1. 이 문제를 해결할 수 있는 방법을 열심히 찾고 있다.
2. 이 문제는 정말로 찾기 힘든 해결책을 요한다.
3. 그 방법으로는 문제를 해결할 수 없었다.
4. 문제를 해결하는 데 필요한 것을 찾아내었다.",1. 이 문제를 해결할 수 있는 방법을 열심히 찾고 있다.,2. 이 문제는 정말로 찾기 힘든 해결책을 요한다.,Kocommon_Gen
"남자의 인대가 파열되었다.
     다음 원인에 적절한 답은 무엇일까요?",남자가 다리를 삐끗했다.,남자가 물을 마셨다.,Hellaswag
"남자가 비밀번호를 변경했다.
     다음 원인에 적절한 답은 무엇일까요?",남자의 계정이 해킹당했다.,남자는 계정 보안에 무관심했다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {합격하다,치다,시험}
1. 그곳에 백 명이 시험을 치면 한 명이 합격했다.
2. 다음 시험은 어려울 것 같아.
3. 합격 소식을 듣고 너무 기뻤어.
4. 이번에 치른 시험은 쉬웠다.",1. 그곳에 백 명이 시험을 치면 한 명이 합격했다.,3. 합격 소식을 듣고 너무 기뻤어.,Kocommon_Gen
"운전 면허 실기 시험에서 실격했다.
     다음 결과에 적절한 답은 무엇일까요?",운전 면허를 따지 못했다.,운전을 해서 드라이브를 갔다.,Hellaswag
"피아노 조율이 제대로 되지 않았다
     다음 결과에 적절한 답은 무엇일까요?",피아노가 자꾸 불협화음을 냈다.,피아노가 협화음을 냈다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {차리다,정신,있다,어리숙하다}
1. 어리숙하게 있지 말고 정신 똑바로 차려야 한다.
2. 그는 말이 많지 않지만, 있을 때 소중함을 느끼게 한다.
3. 정신이 없어 보이는 사람도 있다.
4. 음식을 차리는 데 시간이 걸렸다.",1. 어리숙하게 있지 말고 정신 똑바로 차려야 한다.,3. 정신이 없어 보이는 사람도 있다.,Kocommon_Gen
"주스에 설탕을 많이 넣었다.
     다음 결과에 적절한 답은 무엇일까요?",주스에서 단맛이 많이 났다.,주스에서 짠맛이 많이 났다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {단둘,어색하다,불편하다,있다,아버지,나}
1. 나는 아버지와 단둘이 있으면 항상 불편하고 어색하다.
2. 아버지가 마트에 있다.
3. 그 상황은 정말 어색하다.
4. 나는 불편한 의자에 앉아 있었다.",1. 나는 아버지와 단둘이 있으면 항상 불편하고 어색하다.,3. 그 상황은 정말 어색하다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {먹다,잦다,일,밥,혼자,식당,승규}
1. 승규는 회사 식당에서 혼자 밥을 먹는 일이 잦았다.
2. 승규는 밥을 혼자 먹는 걸 선호한다.
3. 혼자 밥을 먹는 일은 매우 잦다.
4. 식당에서 승규가 일하는 모습을 보았다.",1. 승규는 회사 식당에서 혼자 밥을 먹는 일이 잦았다.,3. 혼자 밥을 먹는 일은 매우 잦다.,Kocommon_Gen
"할머니께서 세뱃돈을 주셨다. 
     다음 원인에 적절한 답은 무엇일까요?",할머니께 세배를 드렸다. ,할머니께서 돌아가셨다. ,Hellaswag
"남자가 마당 잔디에 물을 주었다.
     다음 원인에 적절한 답은 무엇일까요?",가뭄이 들어 비가 전혀 오지 않았다.,장마가 시작되었다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {들리다,근처,물,소리,가다,계곡}
1. 그녀는 계곡으로 가다가 꽃을 발견했다.
2. 근처에서 무슨 소리가 들린 것 같아.
3. 계곡 근처에 가니 비로소 물 소리가 들렸다.
4. 물 속에서 아름다운 소리가 들렸다.",3. 계곡 근처에 가니 비로소 물 소리가 들렸다.,4. 물 속에서 아름다운 소리가 들렸다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {모범자,주다,선행,교육부,자격,장학생}
1. 선행을 많이 한 학생이 모범자로 선정되었다.
2. 교육부에서는 선행을 하는 학생에게 상을 주다.
3. 장학생이 된다는 건 특별한 자격이 필요하다.
4. 교육부는 해마다 그 고등학교의 선행 모범자에게 장학생 자격을 준다.",4. 교육부는 해마다 그 고등학교의 선행 모범자에게 장학생 자격을 준다.,3. 장학생이 된다는 건 특별한 자격이 필요하다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {주다,아내,나머지,갚다,외상,이달}
1. 외상으로 물건을 사먹었다.
2. 아내가 나머지 장을 보러 갔다.
3. 이달 말까지 외상을 전부 갚고 나머지는 아내에게 모두 준다.
4. 나머지 돈을 이달 말에 갚아야 한다.",3. 이달 말까지 외상을 전부 갚고 나머지는 아내에게 모두 준다.,1. 외상으로 물건을 사먹었다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {기쁘다,받다,편지,태영}
1. 기쁘다는 감정을 잘 표현하는 사람이다.
2. 편지 쓰기는 이제 옛날 방식이다.
3. 태영의 편지를 받고 눈물이 날 정도로 기뻤다.
4. 태영이 편지를 받았다.",3. 태영의 편지를 받고 눈물이 날 정도로 기뻤다.,1. 기쁘다는 감정을 잘 표현하는 사람이다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {풍기다,냄새,술,열다,입,그}
1. 그 사람은 술 냄새가 난다.
2. 그는 입을 열어 진실을 말했다.
3. 냄새가 나서 창문을 열었다.
4. 그는 입을 열자마자 술 냄새가 확 풍겨 왔다.",4. 그는 입을 열자마자 술 냄새가 확 풍겨 왔다.,2. 그는 입을 열어 진실을 말했다.,Kocommon_Gen
"그릇 설거지를 하지 않았다.
     다음 결과에 적절한 답은 무엇일까요?",주방에서 냄새가 났다.,음식을 많이 먹었다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {지각생,교실,들어가다}
1. 지각생은 지각할까 봐 교실로 들어가 버렸다.
2. 교실은 학생들의 웃음소리로 가득 찼다.
3. 그 학생이 들어가다가 넘어졌다.
4. 지각생은 자주 교실에 늦게 도착한다.",1. 지각생은 지각할까 봐 교실로 들어가 버렸다.,4. 지각생은 자주 교실에 늦게 도착한다.,Kocommon_Gen
"그는 선풍기를 껐다.
     다음 원인에 적절한 답은 무엇일까요?",더 이상 덥지 않다.,너무 더워 잠을 잘 수가 없다.,Hellaswag
